Compound::DB00605	6
Compound::DB00983	24
Compound::DB01240	25
Compound::DB11755	26
Compound::DB12184	27
Compound::DB00404	36
Compound::DB01223	37
Compound::DB00572	52
Compound::DB00669	53
Compound::DB00494	60
Compound::DB01092	76
Compound::DB13800	77
Compound::DB08893	79
Compound::DB13678	87
Compound::DB12274	88
Compound::DB13375	89
Compound::DB00215	90
Compound::DB00268	91
Compound::DB00115	104
Compound::DB01172	105
Compound::DB06781	109
Compound::DB01118	110
Compound::DB04695	111
Compound::DB01180	112
Compound::DB13312	113
Compound::DB00344	116
Compound::DB08909	117
Compound::DB05325	118
Compound::DB14541	119
Compound::DB00514	120
Compound::DB12693	122
Compound::DB13402	123
Compound::DB06774	153
Compound::DB00982	154
Compound::DB08897	155
Compound::DB00415	158
Compound::DB08986	160
Compound::DB11675	161
Compound::DB00026	162
Compound::DB01611	163
Compound::DB01559	164
Compound::DB00363	166
Compound::DB09232	167
Compound::DB00091	172
Compound::DB09143	173
Compound::DB09262	174
Compound::DB13801	175
Compound::DB00623	200
Compound::DB00741	201
Compound::DB11376	208
Compound::DB12783	209
Compound::DB01277	224
Compound::DB02527	226
Compound::DB00351	232
Compound::DB13791	238
Compound::DB00315	245
Compound::DB00481	249
Compound::DB14069	250
Compound::DB01329	253
Compound::DB04828	254
Compound::DB00757	265
Compound::DB00624	277
Compound::DB00839	286
Compound::DB00310	287
Compound::DB12492	288
Compound::DB12766	297
Compound::DB13156	298
Compound::DB01590	299
Compound::DB11978	300
Compound::DB00894	318
Compound::DB01203	319
Compound::DB00612	324
Compound::DB06800	325
Compound::DB06186	327
Compound::DB00530	330
Compound::DB01254	351
Compound::DB06370	352
Compound::DB11842	361
Compound::DB00745	367
Compound::DB06678	374
Compound::DB00679	390
Compound::DB08941	392
Compound::DB13940	393
Compound::DB00396	411
Compound::DB00539	412
Compound::DB01242	413
Compound::DB03496	420
Compound::DB11633	421
Compound::DB00193	430
Compound::DB00860	431
Compound::DB04819	442
Compound::DB11979	444
Compound::DB01337	449
Compound::DB12927	450
Compound::DB00005	473
Compound::DB01257	474
Compound::DB00176	488
Compound::DB08329	489
Compound::DB00562	496
Compound::DB09311	497
Compound::DB04570	502
Compound::DB00367	504
Compound::DB14652	505
Compound::DB01269	507
Compound::DB15104	508
Compound::DB00829	517
Compound::DB01409	518
Compound::DB01600	525
Compound::DB04573	529
Compound::DB00662	531
Compound::DB01259	543
Compound::DB14512	544
Compound::DB09273	547
Compound::DB13208	548
Compound::DB06696	551
Compound::DB09139	552
Compound::DB00681	566
Compound::DB01150	567
Compound::DB00619	578
Compound::DB01285	579
Compound::DB06287	580
Compound::DB00586	590
Compound::DB00813	609
Compound::DB06442	610
Compound::DB00705	613
Compound::DB01403	614
Compound::DB01484	620
Compound::DB01114	621
Compound::DB12193	622
Compound::DB00980	629
Compound::DB06153	630
Compound::DB15172	638
Compound::DB09186	644
Compound::DB11569	647
Compound::DB12335	648
Compound::DB00970	653
Compound::DB01195	660
Compound::DB08807	662
Compound::DB00908	671
Compound::DB12161	672
Compound::DB01042	676
Compound::DB01255	677
Compound::DB01017	688
Compound::DB04574	689
Compound::DB00652	690
Compound::DB12213	694
Compound::DB00948	700
Compound::DB00953	701
Compound::DB11164	707
Compound::DB11699	708
Compound::DB00604	714
Compound::DB00967	715
Compound::DB00178	718
Compound::DB14060	719
Compound::DB13248	726
Compound::DB00013	733
Compound::DB00159	734
Compound::DB00783	755
Compound::DB06731	756
Compound::DB00441	757
Compound::DB01148	791
Compound::DB01111	792
Compound::DB00436	793
Compound::DB00696	794
Compound::DB02673	797
Compound::DB01200	823
Compound::DB11750	824
Compound::DB00354	827
Compound::DB00841	829
Compound::DB08861	841
Compound::DB01241	844
Compound::DB12092	861
Compound::DB15366	862
Compound::DB11943	879
Compound::DB14011	880
Compound::DB00715	881
Compound::DB00231	888
Compound::DB01628	898
Compound::DB00196	908
Compound::DB09195	909
Compound::DB04877	912
Compound::DB12401	913
Compound::DB09164	918
Compound::DB00294	930
Compound::DB12447	933
Compound::DB13606	938
Compound::DB09149	943
Compound::DB00872	948
Compound::DB09133	949
Compound::DB01215	950
Compound::DB13633	954
Compound::DB13769	961
Compound::DB05229	971
Compound::DB06605	972
Compound::DB01228	987
Compound::DB01426	988
Compound::DB00719	991
Compound::DB13261	992
Compound::DB06705	995
Compound::DB00333	1008
Compound::DB00254	1033
Compound::DB06809	1034
Compound::DB00458	1039
Compound::DB09289	1041
Compound::DB15335	1042
Compound::DB00734	1048
Compound::DB00384	1060
Compound::DB04017	1061
Compound::DB12395	1066
Compound::DB12867	1067
Compound::DB00430	1075
Compound::DB00811	1076
Compound::DB00462	1081
Compound::DB06579	1085
Compound::DB14028	1086
Compound::DB00394	1087
Compound::DB05459	1088
Compound::DB06148	1101
Compound::DB06716	1102
Compound::DB14528	1103
Compound::DB00024	1104
Compound::DB13728	1105
Compound::DB01015	1106
Compound::DB09546	1107
Compound::DB01126	1108
Compound::DB09299	1111
Compound::DB13612	1112
Compound::DB02703	1116
Compound::DB00206	1117
Compound::DB05488	1131
Compound::DB08970	1132
Compound::DB00007	1141
Compound::DB01250	1143
Compound::DB12308	1152
Compound::DB00225	1155
Compound::DB01700	1158
Compound::DB12625	1159
Compound::DB00014	1164
Compound::DB13317	1168
Compound::DB00716	1180
Compound::DB09165	1181
Compound::DB00836	1191
Compound::DB01297	1204
Compound::DB01618	1213
Compound::DB06710	1215
Compound::DB00216	1242
Compound::DB13213	1243
Compound::DB12238	1254
Compound::DB13254	1260
Compound::DB12831	1267
Compound::DB13958	1268
Compound::DB00270	1283
Compound::DB06212	1284
Compound::DB00493	1297
Compound::DB01112	1308
Compound::DB09231	1315
Compound::DB13488	1316
Compound::DB00771	1328
Compound::DB12342	1333
Compound::DB15383	1334
Compound::DB01024	1337
Compound::DB08884	1340
Compound::DB01544	1344
Compound::DB11686	1345
Compound::DB00563	1346
Compound::DB11988	1347
Compound::DB00812	1348
Compound::DB00631	1366
Compound::DB01176	1371
Compound::DB01289	1372
Compound::DB08901	1373
Compound::DB01623	1377
Compound::DB06803	1379
Compound::DB09167	1393
Compound::DB08828	1408
Compound::DB09128	1414
Compound::DB10676	1415
Compound::DB00990	1416
Compound::DB08905	1417
Compound::DB00438	1418
Compound::DB06647	1428
Compound::DB13017	1429
Compound::DB11567	1439
Compound::DB00186	1450
Compound::DB08910	1451
Compound::DB08902	1454
Compound::DB05710	1460
Compound::DB09022	1463
Compound::DB13581	1489
Compound::DB11051	1494
Compound::DB13407	1495
Compound::DB05797	1498
Compound::DB14724	1499
Compound::DB09300	1506
Compound::DB01135	1507
Compound::DB01340	1509
Compound::DB09015	1511
Compound::DB09276	1512
Compound::DB01216	1513
Compound::DB01074	1515
Compound::DB00537	1517
Compound::DB02901	1518
Compound::DB00211	1521
Compound::DB00314	1525
Compound::DB13708	1526
Compound::DB01083	1533
Compound::DB12779	1540
Compound::DB01101	1556
Compound::DB00220	1560
Compound::DB01251	1561
Compound::DB09079	1567
Compound::DB13149	1568
Compound::DB05077	1569
Compound::DB13989	1571
Compound::DB14027	1572
Compound::DB00232	1573
Compound::DB09255	1574
Compound::DB01016	1578
Compound::DB05095	1580
Compound::DB00266	1582
Compound::DB15203	1589
Compound::DB09187	1612
Compound::DB04942	1619
Compound::DB09166	1620
Compound::DB01384	1623
Compound::DB09095	1657
Compound::DB00381	1660
Compound::DB00245	1680
Compound::DB00673	1684
Compound::DB11703	1685
Compound::DB09286	1690
Compound::DB00006	1694
Compound::DB00291	1695
Compound::DB00472	1707
Compound::DB09184	1708
Compound::DB00814	1719
Compound::DB01244	1720
Compound::DB00318	1721
Compound::DB00203	1722
Compound::DB00755	1731
Compound::DB09258	1746
Compound::DB06589	1750
Compound::DB06700	1751
Compound::DB00222	1758
Compound::DB00918	1763
Compound::DB13666	1764
Compound::DB00661	1779
Compound::DB08502	1780
Compound::DB06595	1785
Compound::DB09285	1786
Compound::DB00602	1799
Compound::DB00355	1801
Compound::DB04817	1809
Compound::DB12107	1810
Compound::DB01068	1813
Compound::DB00598	1814
Compound::DB09240	1822
Compound::DB08912	1824
Compound::DB00770	1830
Compound::DB01606	1831
Compound::DB01081	1836
Compound::DB13369	1837
Compound::DB00940	1838
Compound::DB01344	1839
Compound::DB00976	1842
Compound::DB00489	1860
Compound::DB12712	1861
Compound::DB00289	1866
Compound::DB00480	1869
Compound::DB05903	1874
Compound::DB12926	1875
Compound::DB05260	1878
Compound::DB08059	1879
Compound::DB13675	1882
Compound::DB00922	1889
Compound::DB13718	1890
Compound::DB01030	1895
Compound::DB01220	1905
Compound::DB14678	1906
Compound::DB13001	1913
Compound::DB13345	1914
Compound::DB09217	1919
Compound::DB08816	1922
Compound::DB02852	1923
Compound::DB13782	1924
Compound::DB01264	1932
Compound::DB11613	1933
Compound::DB01087	1940
Compound::DB11892	1941
Compound::DB01095	1948
Compound::DB09173	1949
Compound::DB00219	1950
Compound::DB01149	1966
Compound::DB11903	1967
Compound::DB05819	1973
Compound::DB11529	1974
Compound::DB06016	1980
Compound::DB04216	1982
Compound::DB00248	1983
Compound::DB00795	1985
Compound::DB00901	1986
Compound::DB06200	1987
Compound::DB08799	1988
Compound::DB13145	1989
Compound::DB04652	1991
Compound::DB00674	1995
Compound::DB04831	1998
Compound::DB09061	1999
Compound::DB00273	2002
Compound::DB01253	2017
Compound::DB14009	2018
Compound::DB01186	2020
Compound::DB12489	2021
Compound::DB00501	2028
Compound::DB00570	2029
Compound::DB01039	2030
Compound::DB13073	2046
Compound::DB00398	2050
Compound::DB06779	2051
Compound::DB00603	2052
Compound::DB09134	2053
Compound::DB00080	2056
Compound::DB12151	2068
Compound::DB07715	2069
Compound::DB09199	2071
Compound::DB01413	2080
Compound::DB06310	2086
Compound::DB06371	2087
Compound::DB08882	2089
Compound::DB08976	2112
Compound::DB14659	2113
Compound::DB00924	2118
Compound::DB09085	2124
Compound::DB00843	2131
Compound::DB00822	2142
Compound::DB01283	2148
Compound::DB02659	2151
Compound::DB13359	2152
Compound::DB08972	2156
Compound::DB00686	2163
Compound::DB05034	2171
Compound::DB14529	2172
Compound::DB09050	2182
Compound::DB08950	2183
Compound::DB13411	2184
Compound::DB00065	2191
Compound::DB00642	2194
Compound::DB06681	2202
Compound::DB13364	2209
Compound::DB01105	2213
Compound::DB13398	2214
Compound::DB08942	2217
Compound::DB13943	2218
Compound::DB01140	2221
Compound::DB01388	2223
Compound::DB01588	2225
Compound::DB13653	2232
Compound::DB00373	2242
Compound::DB04575	2246
Compound::DB06643	2247
Compound::DB00321	2250
Compound::DB00440	2252
Compound::DB01325	2265
Compound::DB00778	2266
Compound::DB09268	2267
Compound::DB09034	2270
Compound::DB13420	2273
Compound::DB00439	2275
Compound::DB09204	2276
Compound::DB00535	2279
Compound::DB00280	2282
Compound::DB00887	2288
Compound::DB04953	2289
Compound::DB00022	2294
Compound::DB12474	2295
Compound::DB09236	2296
Compound::DB00781	2302
Compound::DB01420	2324
Compound::DB11430	2325
Compound::DB00187	2332
Compound::DB01022	2336
Compound::DB09089	2337
Compound::DB00897	2338
Compound::DB04956	2339
Compound::DB05115	2347
Compound::DB11803	2357
Compound::DB13003	2358
Compound::DB00278	2375
Compound::DB09080	2380
Compound::DB11235	2381
Compound::DB00383	2400
Compound::DB09570	2403
Compound::DB00675	2417
Compound::DB14126	2418
Compound::DB00700	2422
Compound::DB01166	2439
Compound::DB09239	2446
Compound::DB12412	2447
Compound::DB00666	2452
Compound::DB11595	2459
Compound::DB12498	2460
Compound::DB12604	2461
Compound::DB00615	2464
Compound::DB06670	2465
Compound::DB00687	2467
Compound::DB00873	2468
Compound::DB00229	2471
Compound::DB08846	2472
Compound::DB00444	2477
Compound::DB06441	2478
Compound::DB00078	2481
Compound::DB06154	2496
Compound::DB13461	2497
Compound::DB13316	2501
Compound::DB00833	2502
Compound::DB00390	2511
Compound::DB04911	2516
Compound::DB00468	2519
Compound::DB00899	2520
Compound::DB05105	2521
Compound::DB11003	2522
Compound::DB14213	2524
Compound::DB09163	2528
Compound::DB11328	2529
Compound::DB14185	2550
Compound::DB06636	2555
Compound::DB11770	2556
Compound::DB09487	2558
Compound::DB01161	2561
Compound::DB01381	2562
Compound::DB01392	2564
Compound::DB00307	2571
Compound::DB11691	2584
Compound::DB15465	2585
Compound::DB01616	2589
Compound::DB13649	2600
Compound::DB01049	2604
Compound::DB13876	2605
Compound::DB01075	2617
Compound::DB01551	2618
Compound::DB00450	2620
Compound::DB01044	2621
Compound::DB04315	2623
Compound::DB01097	2635
Compound::DB11817	2643
Compound::DB00601	2646
Compound::DB01614	2647
Compound::DB11830	2659
Compound::DB00718	2661
Compound::DB09318	2662
Compound::DB08515	2671
Compound::DB00842	2674
Compound::DB13667	2675
Compound::DB00799	2679
Compound::DB13619	2699
Compound::DB11443	2700
Compound::DB14646	2701
Compound::DB00421	2708
Compound::DB04855	2711
Compound::DB11730	2712
Compound::DB00683	2723
Compound::DB00747	2724
Compound::DB00941	2725
Compound::DB12629	2727
Compound::DB09496	2729
Compound::DB00285	2732
Compound::DB01587	2733
Compound::DB03825	2734
Compound::DB14068	2735
Compound::DB12205	2741
Compound::DB15253	2742
Compound::DB11560	2745
Compound::DB13499	2746
Compound::DB01298	2750
Compound::DB00524	2752
Compound::DB06763	2753
Compound::DB00474	2758
Compound::DB01278	2777
Compound::DB00589	2778
Compound::DB13160	2779
Compound::DB00688	2782
Compound::DB00758	2783
Compound::DB00714	2789
Compound::DB00392	2797
Compound::DB11228	2798
Compound::DB00635	2801
Compound::DB15593	2802
Compound::DB00540	2813
Compound::DB13744	2814
Compound::DB09125	2817
Compound::DB09219	2818
Compound::DB13380	2823
Compound::DB14715	2826
Compound::DB00276	2840
Compound::DB00932	2843
Compound::DB00297	2851
Compound::DB00515	2861
Compound::DB00835	2865
Compound::DB01102	2866
Compound::DB00499	2868
Compound::DB08996	2870
Compound::DB09295	2878
Compound::DB11984	2879
Compound::DB00204	2886
Compound::DB01029	2887
Compound::DB11760	2897
Compound::DB00935	2905
Compound::DB00806	2906
Compound::DB06739	2908
Compound::DB11951	2909
Compound::DB01594	2910
Compound::DB07126	2917
Compound::DB06713	2918
Compound::DB13682	2924
Compound::DB00015	2938
Compound::DB05254	2939
Compound::DB00584	2943
Compound::DB04861	2944
Compound::DB04348	2947
Compound::DB12026	2948
Compound::DB08860	2964
Compound::DB12130	2965
Compound::DB13685	2966
Compound::DB11466	2983
Compound::DB00904	2984
Compound::DB12976	2997
Compound::DB14012	2998
Compound::DB00678	3000
Compound::DB00343	3004
Compound::DB13781	3005
Compound::DB13532	3013
Compound::DB13841	3018
Compound::DB01138	3019
Compound::DB13310	3020
Compound::DB11767	3027
Compound::DB14864	3028
Compound::DB11800	3031
Compound::DB12286	3040
Compound::DB12649	3046
Compound::DB00374	3056
Compound::DB01246	3058
Compound::DB13651	3059
Compound::DB12035	3062
Compound::DB12843	3065
Compound::DB08971	3067
Compound::DB00503	3072
Compound::DB12545	3078
Compound::DB13036	3079
Compound::DB00989	3082
Compound::DB08868	3091
Compound::DB00934	3094
Compound::DB12930	3097
Compound::DB08916	3100
Compound::DB06209	3107
Compound::DB06335	3108
Compound::DB00188	3111
Compound::DB11698	3115
Compound::DB06480	3132
Compound::DB00790	3137
Compound::DB09223	3142
Compound::DB01501	3145
Compound::DB13437	3146
Compound::DB08619	3148
Compound::DB13950	3159
Compound::DB13446	3169
Compound::DB00359	3170
Compound::DB09043	3172
Compound::DB01063	3184
Compound::DB11672	3192
Compound::DB09280	3196
Compound::DB00467	3197
Compound::DB01000	3198
Compound::DB06817	3199
Compound::DB01218	3201
Compound::DB05465	3202
Compound::DB01589	3204
Compound::DB11841	3207
Compound::DB01048	3208
Compound::DB12371	3217
Compound::DB12846	3218
Compound::DB00762	3225
Compound::DB13646	3226
Compound::DB12849	3234
Compound::DB14811	3235
Compound::DB00427	3251
Compound::DB11273	3252
Compound::DB04820	3258
Compound::DB04932	3259
Compound::DB01531	3275
Compound::DB06654	3276
Compound::DB06322	3277
Compound::DB00042	3281
Compound::DB00802	3302
Compound::DB08940	3303
Compound::DB00169	3316
Compound::DB09068	3317
Compound::DB00641	3330
Compound::DB00238	3332
Compound::DB00704	3333
Compound::DB09064	3334
Compound::DB00338	3335
Compound::DB00672	3336
Compound::DB01036	3337
Compound::DB00656	3346
Compound::DB14094	3348
Compound::DB00732	3355
Compound::DB12361	3356
Compound::DB06271	3366
Compound::DB13501	3377
Compound::DB13538	3378
Compound::DB11057	3381
Compound::DB14672	3383
Compound::DB12530	3391
Compound::DB02546	3401
Compound::DB12332	3404
Compound::DB08881	3410
Compound::DB11742	3411
Compound::DB00685	3415
Compound::DB11616	3423
Compound::DB14685	3424
Compound::DB14651	3439
Compound::DB09017	3446
Compound::DB13507	3447
Compound::DB00402	3450
Compound::DB04808	3453
Compound::DB13657	3454
Compound::DB01100	3455
Compound::DB00063	3457
Compound::DB11405	3458
Compound::DB04836	3470
Compound::DB01222	3480
Compound::DB14062	3481
Compound::DB04846	3496
Compound::DB00528	3521
Compound::DB14643	3524
Compound::DB13523	3525
Compound::DB13588	3526
Compound::DB08864	3527
Compound::DB00739	3529
Compound::DB00706	3542
Compound::DB01071	3552
Compound::DB00694	3555
Compound::DB11921	3566
Compound::DB01328	3585
Compound::DB13954	3586
Compound::DB14022	3599
Compound::DB01133	3602
Compound::DB00760	3607
Compound::DB11251	3618
Compound::DB09023	3624
Compound::DB06292	3627
Compound::DB13779	3628
Compound::DB11753	3636
Compound::DB08899	3639
Compound::DB00214	3646
Compound::DB09048	3647
Compound::DB06188	3657
Compound::DB00261	3670
Compound::DB06603	3671
Compound::DB10317	3681
Compound::DB13491	3682
Compound::DB13540	3684
Compound::DB00309	3689
Compound::DB12891	3693
Compound::DB14211	3694
Compound::DB12500	3700
Compound::DB01162	3701
Compound::DB06684	3702
Compound::DB00775	3716
Compound::DB13358	3718
Compound::DB08980	3720
Compound::DB00907	3721
Compound::DB01224	3725
Compound::DB13454	3726
Compound::DB01401	3731
Compound::DB12923	3732
Compound::DB09229	3735
Compound::DB04895	3741
Compound::DB02136	3752
Compound::DB13070	3753
Compound::DB14575	3754
Compound::DB00208	3756
Compound::DB13500	3767
Compound::DB06342	3770
Compound::DB12952	3771
Compound::DB00921	3773
Compound::DB04833	3774
Compound::DB00863	3775
Compound::DB01347	3782
Compound::DB12610	3783
Compound::DB00075	3791
Compound::DB00487	3793
Compound::DB12480	3794
Compound::DB00541	3798
Compound::DB13554	3799
Compound::DB00317	3820
Compound::DB09049	3821
Compound::DB01432	3826
Compound::DB08900	3837
Compound::DB07063	3839
Compound::DB12015	3844
Compound::DB00684	3858
Compound::DB00895	3859
Compound::DB09107	3862
Compound::DB01433	3867
Compound::DB15360	3868
Compound::DB01252	3874
Compound::DB08930	3884
Compound::DB00640	3907
Compound::DB13956	3909
Compound::DB00713	3919
Compound::DB01624	3923
Compound::DB13347	3925
Compound::DB00200	3938
Compound::DB00554	3939
Compound::DB01067	3944
Compound::DB15197	3946
Compound::DB12518	3949
Compound::DB13223	3950
Compound::DB08794	3963
Compound::DB00387	3964
Compound::DB00295	3974
Compound::DB00442	3989
Compound::DB01076	4005
Compound::DB11095	4011
Compound::DB14752	4013
Compound::DB11950	4017
Compound::DB05015	4021
Compound::DB11914	4024
Compound::DB12077	4025
Compound::DB08997	4032
Compound::DB14394	4043
Compound::DB14633	4044
Compound::DB00455	4051
Compound::DB00286	4056
Compound::DB05258	4059
Compound::DB08872	4063
Compound::DB01357	4066
Compound::DB00785	4068
Compound::DB01419	4069
Compound::DB00034	4085
Compound::DB04964	4092
Compound::DB15349	4093
Compound::DB09090	4096
Compound::DB12073	4097
Compound::DB09287	4100
Compound::DB12054	4102
Compound::DB01323	4105
Compound::DB08931	4106
Compound::DB00591	4123
Compound::DB13295	4124
Compound::DB06616	4125
Compound::DB11957	4130
Compound::DB05271	4133
Compound::DB00861	4135
Compound::DB13384	4136
Compound::DB01065	4143
Compound::DB09016	4144
Compound::DB03374	4145
Compound::DB08875	4146
Compound::DB01208	4155
Compound::DB01380	4156
Compound::DB00708	4161
Compound::DB01023	4162
Compound::DB09209	4170
Compound::DB00482	4171
Compound::DB09063	4188
Compound::DB01175	4189
Compound::DB08927	4191
Compound::DB06230	4199
Compound::DB09329	4200
Compound::DB12692	4201
Compound::DB00975	4203
Compound::DB14562	4204
Compound::DB08983	4210
Compound::DB13527	4213
Compound::DB12246	4217
Compound::DB12344	4218
Compound::DB00207	4233
Compound::DB13552	4240
Compound::DB13451	4242
Compound::DB11859	4243
Compound::DB12127	4249
Compound::DB13866	4250
Compound::DB00526	4257
Compound::DB00337	4260
